Identifiant_de_l_etablissement,Nom_etablissement,Type_etablissement,Statut_public_prive,Adresse_1,Adresse_2,Adresse_3,Code postal,Code_commune,Nom_commune,Code_departement,Code_academie,Code_region,Ecole_maternelle,Ecole_elementaire,Voie_generale,Voie_technologique,Voie_professionnelle,Telephone,Fax,Web,Mail,Restauration,Hebergement,ULIS,Apprentissage,Segpa,Section_arts,Section_cinema,Section_theatre,Section_sport,Section_internationale,Section_europeenne,Lycee_Agricole,Lycee_militaire,Lycee_des_metiers,Post_BAC,Appartenance_Education_Prioritaire,GRETA,SIREN_SIRET,Nombre_d_eleves,Fiche_onisep,position,Type_contrat_prive,Libelle_departement,Libelle_academie,Libelle_region,coordonnee_X,coordonnee_Y,epsg,nom_circonscription,latitude,longitude,precision_localisation,date_ouverture,date_maj_ligne,etat,ministere_tutelle,etablissement_multi_lignes,rpi_concentre,rpi_disperse,code_nature,libelle_nature,Code_type_contrat_prive,PIAL,etablissement_mere,type_rattachement_etablissement_mere,code_bassin_formation,libelle_bassin_formation
0750195E,E.P.PR SAINT-PIERRE DE CHAILLOT 10 rue Chistophe Colomb,Ecole,Privé,10 rue Chistophe Colomb,,75008 PARIS,75008,75108,Paris  8e  Arrondissement,75,1,11,1,1,,,,147239509,,,ce.0750195E@ac-paris.fr,1,0,0,,,,,,,,,,,,,,,7.84E+13,169,,48.86985863,,,,,,,,,,,,,,,,,,,,,,,,,,
0750204P,E.M.PR LE PETIT COURS DU ROCHER 53 rue du Rocher,Ecole,Privé,53 rue du Rocher,,75008 PARIS,75008,75108,Paris  8e  Arrondissement,75,1,11,1,0,,,,145224059,,,direction@petitcoursdurocher.com,1,0,0,,,,,,,,,,,,,,,3.40E+13,,,48.87859363,,,,,,,,,,,,,,,,,,,,,,,,,,
0750241E,E.P.PR L'IMMACULEE CONCEPTION 18 rue Sibuet,Ecole,Privé,18 rue Sibuet,,75012 PARIS,75012,75112,Paris 12e  Arrondissement,75,1,11,1,1,,,,143430221,,,ce.0750241E@ac-paris.fr,1,0,0,,,,,,,,,,,,,,,3.35E+13,382,,48.84234765,,,,,,,,,,,,,,,,,,,,,,,,,,
0750263D,E.P.PR SAINT CHRISTOPHE 82 rue de l'Abbé Groult,Ecole,Privé,82 rue de l'Abbé Groult,,75015 PARIS,75015,75115,Paris 15e  Arrondissement,75,1,11,1,1,,,,148283857,,,ce.0750263D@ac-paris.fr,1,0,0,,,,,,,,,,,,,,,7.85E+13,,,48.83856985,,,,,,,,,,,,,,,,,,,,,,,,,,
0750295N,E.P.PR L'ASSOMPTION 6 rue de Lubeck,Ecole,Privé,6 rue de Lubeck,,75016 PARIS,75016,75116,Paris 16e  Arrondissement,75,1,11,1,1,,,,147200727,,,ce.0750295N@ac-paris.fr,1,0,0,,,,,,,,,,,,,,,7.76E+13,,,48.86687437,,,,,,,,,,,,,,,,,,,,,,,,,,
0750301V,E.P.PR PROVIDENCE PASSY 52 rue de la Pompe,Ecole,Privé,52 rue de la Pompe,,75016 PARIS,75016,75116,Paris 16e  Arrondissement,75,1,11,1,1,,,,145047064,,,ce.0750301V@ac-paris.fr,1,0,0,,,,,,,,,,,,,,,7.85E+13,,,48.8620012,,,,,,,,,,,,,,,,,,,,,,,,,,
0750314J,E.P.PR SAINTE-MARTHE 5 bis rue Lacaille,Ecole,Privé,5 bis rue Lacaille,,75017 PARIS,75017,75117,Paris 17e  Arrondissement,75,1,11,1,1,,,,142291806,,,ce.0750314J@ac-paris.fr,1,0,0,,,,,,,,,,,,,,,3.35E+13,,,48.89302263,,,,,,,,,,,,,,,,,,,,,,,,,,
0750337J,E.P.PR SAINT-JEAN DE MONTMARTRE 31 rue Caulaincourt,Ecole,Privé,31 rue Caulaincourt,,75018 PARIS,75018,75118,Paris 18e  Arrondissement,75,1,11,1,1,,,,146067064,,,ce.0750337J@ac-paris.fr,1,0,0,,,,,,,,,,,,,,,7.85E+13,,,48.88821537,,,,,,,,,,,,,,,,,,,,,,,,,,
0750338K,E.P.PR SAINTE-MARIE 8 rue Championnet,Ecole,Privé,8 rue Championnet,,75018 PARIS,75018,75118,Paris 18e  Arrondissement,75,1,11,1,1,,,,146061942,,,ce.0750338K@ac-paris.fr,1,0,0,,,,,,,,,,,,,,,3.25E+13,,,48.89530646,,,,,,,,,,,,,,,,,,,,,,,,,,
0750352A,E.P.PR ST JEAN-BAPTISTE DE BELLEVILLE 31 rue Clavel,Ecole,Privé,31 rue Clavel,,75019 PARIS,75019,75119,Paris 19e  Arrondissement,75,1,11,1,1,,,,142412945,,,ce.0750352A@ac-paris.fr,1,0,0,,,,,,,,,,,,,,,7.85E+13,,,48.87609809,,,,,,,,,,,,,,,,,,,,,,,,,,
0750356E,E.P.S.PR VOTRE ECOLE CHEZ VOUS FRANCE QUERE 29 rue Merlin,Ecole,Privé,29 rue Merlin,,75011 PARIS,75011,75111,Paris 11e  Arrondissement,75,1,11,0,1,,,,148067784,,,ce.0750356E@ac-paris.fr,0,0,0,,,,,,,,,,,,,,,7.85E+13,7,,48.86132583,,,,,,,,,,,,,,,,,,,,,,,,,,
0750599U,E.E.PR SAINT-GERMAIN DE CHARONNE 3 rue des Prairies,Ecole,Privé,3 rue des Prairies,,75020 PARIS,75020,75120,Paris 20e  Arrondissement,75,1,11,0,1,,,,143660636,,,ce.0750599U@ac-paris.fr,1,0,0,,,,,,,,,,,,,,,7.85E+13,,,48.86109034,,,,,,,,,,,,,,,,,,,,,,,,,,
0752203M,E.P.PR E.I.B. LAMARTINE 123 rue de la Pompe,Ecole,Privé,123 rue de la Pompe,,75016 PARIS,75016,75116,Paris 16e  Arrondissement,75,1,11,1,1,,,,145538936,,,ce.0752203M@ac-paris.fr,1,0,0,,,,,,,,,,,,,,,7.85E+13,,,48.86611282,,,,,,,,,,,,,,,,,,,,,,,,,,
0752827R,E.P.PR SAINT-JEAN BOSCO 34 bis rue du Cotentin,Ecole,Privé,34 bis rue du Cotentin,,75015 PARIS,75015,75115,Paris 15e  Arrondissement,75,1,11,1,1,,,,145262501,,,secretariatsaintjeanbosco@gmail.com,1,0,0,,,,,,,,,,,,,,,3.22E+13,,,48.8386278,,,,,,,,,,,,,,,,,,,,,,,,,,
0752968U,E.M.PR PARDESS HANNA 49 rue Petit,Ecole,Privé,49 rue Petit,,75019 PARIS,75019,75119,Paris 19e  Arrondissement,75,1,11,1,0,,,,144527252,,,ce.0752968U@ac-paris.fr,1,0,0,,,,,,,,,,,,,,,7.84E+13,,,48.88554661,,,,,,,,,,,,,,,,,,,,,,,,,,
0754936H,E.P.PR MONTESSORI PLAISIR D'ENFANCE 56 rue du Pré Saint Gervais,Ecole,Privé,56 rue du Pré Saint Gervais,,75019 PARIS,75019,75119,Paris 19e  Arrondissement,75,1,11,1,1,,,,140350153,,,secretariat@plaisirdenfance.com,1,0,0,,,,,,,,,,,,,,,,,,48.87838689,,,,,,,,,,,,,,,,,,,,,,,,,,
0755024D,E.P.PR HEIKHAL MENAHEM SINAI 110 boulevard de Ménilmontant,Ecole,Privé,110 boulevard de Ménilmontant,,75020 PARIS,75020,75120,Paris 20e  Arrondissement,75,1,11,1,1,,,,140338857,,,ce.0755024D@ac-paris.fr,1,0,0,,,,,,,,,,,,,,,3.35E+13,,,48.86551193,,,,,,,,,,,,,,,,,,,,,,,,,,
0755082S,E.M.PR LE JARDIN D EGLANTINE 165 boulevard Brune,Ecole,Privé,165 boulevard Brune,,75014 PARIS,75014,75114,Paris 14e  Arrondissement,75,1,11,1,0,,,,145435889,,,jardindeglantine@gmail.com,1,0,0,,,,,,,,,,,,,,,,,,48.8242141,,,,,,,,,,,,,,,,,,,,,,,,,,
0755264P,E.P.PR ECOLE EJM 23 bis rue Guillaume Tell,Ecole,Privé,23 bis rue Guillaume Tell,,75017 PARIS,75017,75117,Paris 17e  Arrondissement,75,1,11,1,1,,,,145740884,,,ce.0755264p@ac-paris.fr,0,0,0,,,,,,,,,,,,,,,4.91E+13,,,48.88463903,,,,,,,,,,,,,,,,,,,,,,,,,,
0755358S,E.M.PR LES PETITS DRAGONS 29 rue Truffaut,Ecole,Privé,29 rue Truffaut,,75017 PARIS,75017,75117,Paris 17e  Arrondissement,75,1,11,1,0,,,,142948210,,,littledragons@free.fr,0,0,0,,,,,,,,,,,,,,,,,,48.88559204,,,,,,,,,,,,,,,,,,,,,,,,,,
0755565S,E.M.PR THE LITTLE ENGLISH MONTESSORI SCHOOL 10 rue Clouet,Ecole,Privé,10 rue Clouet,,75015 PARIS,75015,75115,Paris 15e  Arrondissement,75,1,11,1,0,,,,649453771,,,tlemschool@gmail.com,0,0,0,,,,,,,,,,,,,,,5.23E+13,,,48.84658532,,,,,,,,,,,,,,,,,,,,,,,,,,
0755582K,E.P.S.PR SAINT-JEAN DE DIEU 205 rue Javel,Ecole,Privé,205 rue Javel,,75015 PARIS,75015,75115,Paris 15e  Arrondissement,75,1,11,1,1,,,,153684330,,,ce.0755582k@ac-paris.fr,0,0,0,,,,,,,,,,,,,,,,,,48.84335605,,,,,,,,,,,,,,,,,,,,,,,,,,
0755830E,E.E.PR JEAN PAUL II 81 avenue de Breteuil,Ecole,Privé,81 avenue de Breteuil,,75015 PARIS,75015,75115,Paris 15e  Arrondissement,75,1,11,1,1,,,,621504430,,,ecolesaintjeanpaul2@gmail.com,0,0,0,,,,,,,,,,,,,,,,,,48.84576325,,,,,,,,,,,,,,,,,,,,,,,,,,
0755847Y,E.E.PR ICS Paris 23 rue de Cronstadt,Ecole,Privé,23 rue de Cronstadt,,75015 PARIS,75015,75115,Paris 15e  Arrondissement,75,1,11,1,1,,,,156566070,,,administration@eibparis.fr,0,0,0,,,,,,,,,,,,,,,,,,48.83414512,,,,,,,,,,,,,,,,,,,,,,,,,,
0755852D,E.M.PR DOUCES MATERNELLES BASTILLE 21 rue du Petit Musc,Ecole,Privé,21 rue du Petit Musc,,75004 PARIS,75004,75104,Paris  4e  Arrondissement,75,1,11,1,0,,,,148040568,,,contact@doucesmaternelles.com,0,0,0,,,,,,,,,,,,,,,,,,48.85263233,,,,,,,,,,,,,,,,,,,,,,,,,,
0755860M,E.P.PR MONTESSORI 21 PARIS JAURES 74 quai de la Loire,Ecole,Privé,74 quai de la Loire,,75019 PARIS,75019,75119,Paris 19e  Arrondissement,75,1,11,1,1,,,,672722612,,,sebastien.leplaideur@montessori21.org,0,0,0,,,,,,,,,,,,,,,,,,48.88669764,,,,,,,,,,,,,,,,,,,,,,,,,,
0755875D,E.M.PR 1 2 3 MON ECOLE 28 rue Frémicourt,Ecole,Privé,28 rue Frémicourt,,75015 PARIS,75015,75115,Paris 15e  Arrondissement,75,1,11,1,0,,,,171373246,,,contact@123monecole.com,0,0,0,,,,,,,,,,,,,,,,,,48.84747723,,,,,,,,,,,,,,,,,,,,,,,,,,
0755915X,E.P.PR ECOLE CANADIENNE BILINGUE PARIS 5 rue d'Aguesseau,Ecole,Privé,5 rue d'Aguesseau,,75008 PARIS,75008,75108,Paris  8e  Arrondissement,75,1,11,1,1,,,,143870044,,,info@ecb-cbs.ca,0,0,0,,,,,,,,,,,,,,,,,,48.87002075,,,,,,,,,,,,,,,,,,,,,,,,,,
0755916Y,E.P.PR ECOLE BILINGUE ALYE PARUSSA 70 rue Chardon Lagache,Ecole,Privé,70 rue Chardon Lagache,,75016 PARIS,75016,75116,Paris 16e  Arrondissement,75,1,11,1,1,,,,982580670,,,alye.parussa.paris@gmail.com,0,0,0,,,,,,,,,,,,,,,,,,48.84188901,,,,,,,,,,,,,,,,,,,,,,,,,,
0755993G,E.M.PR LOUBAVITCH 17 rue de la Plaine,Ecole,Privé,74 rue des Grands Champs,,75020 PARIS,75020,75120,Paris 20e  Arrondissement,75,1,11,1,0,,,,662621782,,,ratlan2005@yahoo.fr,0,0,0,,,,,,,,,,,,,,,,,,48.85123318,,,,,,,,,,,,,,,,,,,,,,,,,,
0756064J,E.M.PR Douces Maternelles Saint Michel 84 boulevard Saint Michel,Ecole,Privé,84 boulevard Saint Michel,,75003 PARIS,75003,75103,Paris  3e  Arrondissement,75,1,11,1,0,,,,662949242,,,annelaure.roussel@doucesmaternelles.com,0,0,0,,,,,,,,,,,,,,,,,,48.86851505,,,,,,,,,,,,,,,,,,,,,,,,,,
0756104C,E.M.PR LA PRESCHOOL DES BATIGNOLLES 49 rue Lemercier,Ecole,Privé,49 rue Lemercier,,75017 PARIS,75017,75117,Paris 17e  Arrondissement,75,1,11,1,0,,,,144400400,,,direction@preschoolbatignolles.com,0,0,0,,,,,,,,,,,,,,,,,,48.88725592,,,,,,,,,,,,,,,,,,,,,,,,,,
0756254R,E.E.PR Ecole Bilingue Chardin,Ecole,Privé,7 rue Chardin,,75016 PARIS,75016,75116,Paris 16e  Arrondissement,75,1,11,1,1,,,,146510409,,,administration@ecole-chardin.com,0,0,0,,,,,,,,,,,,,,,,,,48.85874215,,,,,,,,,,,,,,,,,,,,,,,,,,
0756256T,E.M.PR Douces Maternelles Bréguet,Ecole,Privé,41 rue Bréguet,,75011 PARIS,75011,75111,Paris 11e  Arrondissement,75,1,11,1,0,,,,,,,sophie.bezombes@gmail.com,0,0,0,,,,,,,,,,,,,,,,,,48.85850932,,,,,,,,,,,,,,,,,,,,,,,,,,
0756287B,E.M.PR MONTESSORI SMALL WORLD,Ecole,Privé,11 rue Flatters,,75005 PARIS,75005,75105,Paris  5e  Arrondissement,75,1,11,1,0,,,,650333254,,,contact@montessori-smallworld.com,0,0,0,,,,,,,,,,,,,,,,,,48.83809008,,,,,,,,,,,,,,,,,,,,,,,,,,
0756302T,E.M.PR THE GARDEN ACADEMY,Ecole,Privé,7 rue Valentin Haüy,,75016 PARIS,75016,75116,Paris 16e  Arrondissement,75,1,11,1,0,,,,611771261,,,thomas@thegarden.fr,0,0,0,,,,,,,,,,,,,,,,,,48.84674014,,,,,,,,,,,,,,,,,,,,,,,,,,
0756336E,E.P.PR THE BILINGUAL MONTESSORI SCHOOL OF PARIS Auteuil 53 rue Erlanger,Ecole,Privé,53 rue Erlanger,,75016 PARIS,75016,75116,Paris 16e  Arrondissement,75,1,11,1,1,,,,749948393,,,info@montessori-paris.com,0,0,0,,,,,,,,,,,,,,,,,,48.8445464,,,,,,,,,,,,,,,,,,,,,,,,,,
0756373V,E.M.PR ECOLE KOENIG 2 rue Auguste Bartholdi,Ecole,Privé,2 rue Auguste Bartholdi,,75015 PARIS,75015,75115,Paris 15e  Arrondissement,75,1,11,1,0,,,,145780175,,,admin@ecolekoenig.com,0,0,0,,,,,,,,,,,,,,,,,,48.85098367,,,,,,,,,,,,,,,,,,,,,,,,,,
0756394T,E.P.PR Union School 27 rue de la Faisanderie,Ecole,Privé,27 rue de la Faisanderie,,75016 PARIS,75016,75116,Paris 16e  Arrondissement,75,1,11,1,1,,,,188401440,,,k.deita@unionschool.paris,0,0,0,,,,,,,,,,,,,,,8.51E+13,,,48.87006139,,,,,,,,,,,,,,,,,,,,,,,,,,
0756424A,E.M.PR DOUCE MATERNELLE CHABROL 67 rue Chabrol,Ecole,Privé,67 rue de Chabrol,,75010 PARIS,75010,75110,Paris 10e  Arrondissement,75,1,11,1,0,,,,601949242,,,annelaure.roussel@doucesmaternelles.com,0,0,0,,,,,,,,,,,,,,,,,,48.87717735,,,,,,,,,,,,,,,,,,,,,,,,,,
0756434L,E.P.PR JEAN PAUL II 24 rue Saint Petersourg,Ecole,Privé,24 bis rue Saint Petersourg,,75008 PARIS,75008,75108,Paris  8e  Arrondissement,75,1,11,1,1,,,,621504430,,,ecolesaintjeanpaul2@gmail.com,0,0,0,,,,,,,,,,,,,,,,,,48.88160371,,,,,,,,,,,,,,,,,,,,,,,,,,
0771262D,Ecole primaire privée Sainte-Thérèse,Ecole,Privé,43 rue Pasteur,,77860 COUILLY PONT AUX DAMES,77860,77128,Couilly-Pont-aux-Dames,77,24,11,1,1,,,,160041327,,,ce.0771262D@ac-creteil.fr,1,0,0,,,,,,,,,,,,,,,7.85E+13,205,,48.88338013,,,,,,,,,,,,,,,,,,,,,,,,,,
0771263E,Ecole primaire privée Sainte-Foy,Ecole,Privé,14 rue des Capucins,,77120 COULOMMIERS,77120,77131,Coulommiers,77,24,11,1,1,,,,164030401,,,ce.0771263E@ac-creteil.fr,1,0,0,,,,,,,,,,,,,,,7.85E+13,210,,48.81066574,,,,,,,,,,,,,,,,,,,,,,,,,,
0771266H,Ecole primaire privée Sainte-Céline,Ecole,Privé,29 rue Pierre Marx,,77260 LA FERTE SOUS JOUARRE,77260,77183,La Ferté-sous-Jouarre,77,24,11,1,1,,,,160220592,,,ce.0771266H@ac-creteil.fr,1,0,0,,,,,,,,,,,,,,,3.29E+13,187,,48.94941721,,,,,,,,,,,,,,,,,,,,,,,,,,
0771276U,Ecole primaire privée Bautain,Ecole,Privé,13 rue Sainte Marie,,77230 JUILLY,77230,77241,Juilly,77,24,11,1,1,,,,164362323,,,ce.0771276U@ac-creteil.fr,1,0,0,,,,,,,,,,,,,,,7.85E+13,253,,49.01193587,,,,,,,,,,,,,,,,,,,,,,,,,,
0771292L,Ecole primaire privée Sainte-Marie,Ecole,Privé,6 avenue Gambetta,,77140 NEMOURS,77140,77333,Nemours,77,24,11,1,1,,,,164782358,,,ce.0771292L@ac-creteil.fr,1,0,0,,,,,,,,,,,,,,,7.85E+13,324,,48.26846537,,,,,,,,,,,,,,,,,,,,,,,,,,
0771299U,Ecole primaire privée Notre Dame des Lys,Ecole,Privé,1 rue DU MARECHAL JOFFRE,,77660 ST JEAN LES DEUX JUMEAUX,77660,77415,Saint-Jean-les-Deux-Jumeaux,77,24,11,1,1,,,,164359193,,,ce.0771299U@ac-creteil.fr,1,0,0,,,,,,,,,,,,,,,7.85E+13,160,,48.95198731,,,,,,,,,,,,,,,,,,,,,,,,,,
0771853W,Ecole primaire privée Adventiste du Lys,Ecole,Privé,69 avenue du Maréchal Foch,,77190 DAMMARIE LES LYS,77190,77152,Dammarie-les-Lys,77,24,11,1,1,,,,164870539,,,ce.0771853W@ac-creteil.fr,0,0,0,,,,,,,,,,,,,,,3.34E+13,,,48.520846,,,,,,,,,,,,,,,,,,,,,,,,,,
0772830H,Ecole élémentaire privée Montessori Here and Now,Ecole,Privé,1 route DE FEROLLES,,77170 BRIE COMTE ROBERT,77170,77053,Brie-Comte-Robert,77,24,11,1,1,,,,687341113,,,ce.0772830H@ac-creteil.fr,0,0,0,,,,,,,,,,,,,,,8.15E+13,,,48.69793796,,,,,,,,,,,,,,,,,,,,,,,,,,
0772851F,Ecole primaire privée laïque Lemon,Ecole,Privé,5 rue Robert Schuman,,77330 OZOIR LA FERRIERE,77330,77350,Ozoir-la-Ferrière,77,24,11,1,1,,,,604069534,,,ce.0772851F@ac-creteil.fr,1,0,1,,,,,,,,,,,,,,,,,,48.76647641,,,,,,,,,,,,,,,,,,,,,,,,,,
0780057N,Ecole élémentaire privée Pier Giorgio Frassati,Ecole,Privé,57 avenue de Lorraine,,78110 LE VESINET,78110,78650,Le Vésinet,78,25,11,0,1,,,,134801977,,,ce.0780057N@ac-versailles.fr,1,1,0,,,,,,,,,,,,,,,7.76E+13,,,48.88241847,,,,,,,,,,,,,,,,,,,,,,,,,,
0780067Z,Ecole élémentaire privée Jeanne d'Arc Notre-Dame,Ecole,Privé,06 rue du Général Colin,,78400 CHATOU,78400,78146,Chatou,78,25,11,1,1,,,,139521614,,,ce.0780067Z@ac-versailles.fr,1,0,0,,,,,,,,,,,,,,,7.85E+13,,,48.88839392,,,,,,,,,,,,,,,,,,,,,,,,,,
0780074G,Ecole élémentaire privée Sainte Jeanne d'Arc,Ecole,Privé,78 rue de Paris,,78550 HOUDAN,78550,78310,Houdan,78,25,11,1,1,,,,130596115,,,ce.0780074G@ac-versailles.fr,1,0,0,,,,,,,,,,,,,,,7.85E+13,,,48.7910932,,,,,,,,,,,,,,,,,,,,,,,,,,
0780083S,Ecole élémentaire privée Sainte Jeanne d'Arc,Ecole,Privé,101 rue de la Chapelle,,78630 ORGEVAL,78630,78466,Orgeval,78,25,11,1,1,,,,139759063,,,ce.0780083S@ac-versailles.fr,1,0,0,,,,,,,,,,,,,,,7.85E+13,,,48.91950695,,,,,,,,,,,,,,,,,,,,,,,,,,
0780093C,Ecole élémentaire privée Sainte Anne,Ecole,Privé,08 rue de la Tour,BP 41,78362 MONTESSON CEDEX,78362,78418,Montesson,78,25,11,1,1,,,,139520484,,,ce.0780093C@ac-versailles.fr,1,0,1,,,,,,,,,,,,,,,7.85E+13,,,48.91309995,,,,,,,,,,,,,,,,,,,,,,,,,,
0780100K,Ecole élémentaire privée Saint Thomas de Villeneuve,Ecole,Privé,15 rue des Louviers,,78100 ST GERMAIN EN LAYE,78100,78551,Saint-Germain-en-Laye,78,25,11,1,1,,,,139103400,,,ce.0780100K@ac-versailles.fr,1,0,0,,,,,,,,,,,,,,,7.85E+13,,,48.8981483,,,,,,,,,,,,,,,,,,,,,,,,,,
0780120G,Ecole élémentaire privée L'Ermitage,Ecole,Privé,46 avenue Egle,,78600 MAISONS LAFFITTE,78600,78358,Maisons-Laffitte,78,25,11,1,1,,,,139620402,,,ce.0780120G@ac-versailles.fr,1,1,0,,,,,,,,,,,,,,,3.39E+13,,,48.9544338,,,,,,,,,,,,,,,,,,,,,,,,,,
0780122J,Ecole élémentaire privée Notre-Dame,Ecole,Privé,14 avenue Blanche de Castille,,78300 POISSY,78300,78498,Poissy,78,25,11,1,1,,,,139796340,,,ce.0780122J@ac-versailles.fr,1,0,0,,,,,,,,,,,,,,,7.85E+13,,,48.92644619,,,,,,,,,,,,,,,,,,,,,,,,,,
0780134X,Ecole élémentaire privée Notre-Dame de clarté,Ecole,Privé,56 quai Auguste Roy,,78510 TRIEL SUR SEINE,78510,78624,Triel-sur-Seine,78,25,11,1,1,,,,139743421,,,ce.0780134X@ac-versailles.fr,1,0,0,,,,,,,,,,,,,,,7.85E+13,,,48.97854759,,,,,,,,,,,,,,,,,,,,,,,,,,
0780148M,Ecole élémentaire privée Le Bon Sauveur,Ecole,Privé,06 rue Henri Cloppet,,78110 LE VESINET,78110,78650,Le Vésinet,78,25,11,1,1,,,,130159292,,,ce.0780148M@ac-versailles.fr,1,0,0,,,,,,,,,,,,,,,7.85E+13,,,48.8874749,,,,,,,,,,,,,,,,,,,,,,,,,,
0781529N,Ecole élémentaire privée Notre-Dame de la Sablonnière,Ecole,Privé,5 rue de la Sablonniere,,78930 GOUSSONVILLE,78930,78281,Goussonville,78,25,11,1,1,,,,130939967,,,notredamedelasablonniere@scholae-fanjeaux.org,1,0,0,,,,,,,,,,,,,,,5.27E+13,,,48.92041542,,,,,,,,,,,,,,,,,,,,,,,,,,
0782080M,Centre de rencontres enfantines Montessori,Ecole,Privé,10 chemin du Vivier Hameau de Villeneuve,,78310 MAUREPAS,78310,78383,Maurepas,78,25,11,1,1,,,,130663961,,,cremontessori@free.fr,0,0,0,,,,,,,,,,,,,,,3.82E+13,,,48.77818648,,,,,,,,,,,,,,,,,,,,,,,,,,
0780106S,Ecole élémentaire privée Jeanne d'Arc,Ecole,Privé,06 rue Armand Chardron,,78110 LE VESINET,78110,78650,Le Vésinet,78,25,11,1,1,,,,139760482,,,ce.0780106S@ac-versailles.fr,1,0,1,,,,,,,,,,,,,,,7.85E+13,,,48.8937381,,,,,,,,,,,,,,,,,,,,,,,,,,
0752923V,Collège privé Rocroy Saint-Vincent de Paul,Collège,Privé,106 rue du faubourg Poissonnière,,,75010,75100,Paris,75,1,11,,,0,0,0,01 44 63 18 00,01 44 63 01 29,http://rocroysvp.fr/,rocroy-st-leon@wanadoo.fr,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,5.92E+13,697,https://www.onisep.fr/http/redirection/etablissement/slug/ENS.9423,48.87866629,,,,,,,,,,,,,,,,,,,,,,,,,,
0754008Z,Collège privé Saint-Louis,Collège,Privé,92 rue de Vaugirard,,,75006,75100,Paris,75,1,11,,,0,0,0,01 42 22 24 44,,http://www.college-st-louis.org,direction@college-st-louis.org,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,,0,7.76E+13,78,https://www.onisep.fr/http/redirection/etablissement/slug/ENS.14392,48.84679728,,,,,,,,,,,,,,,,,,,,,,,,,,
0752936J,Collège privé de l'Assomption,Collège,Privé,6 rue de Lubeck,,,75016,75100,Paris,75,1,11,,,0,0,0,01 47 20 91 83,01 47 20 01 98,http://www.assomption-lubeck.com,assomption-lubeck@wanadoo.fr,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,4.28E+13,520,https://www.onisep.fr/http/redirection/etablissement/slug/ENS.8147,48.86687437,,,,,,,,,,,,,,,,,,,,,,,,,,
0781582W,Lycée professionnel Notre-Dame du Grandchamp,Lycée,Privé,97 rue Royale,,,78000,78646,Versailles,78,25,11,,,0,0,1,01 39 24 12 80,01 39 24 12 83,http://www.nd-grandchamp.fr,0781582w@nd-grandchamp.fr,1,0,1,1,0,0,0,0,0,0,1,0,0,0,0,,0,7.85E+13,143,https://www.onisep.fr/http/redirection/etablissement/slug/ENS.4319,48.79333581,,,,,,,,,,,,,,,,,,,,,,,,,,
0932653D,Lycée général privé Saint Joseph La Salle,Lycée,Privé,12 avenue du 8 mai 1945,,,93500,93055,Pantin,93,24,11,,,1,0,0,01 48 45 85 60,,http://lasallepantin.fr/le-lycee/,direction@saintjosephlasalle.fr,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,7.86E+13,227,https://www.onisep.fr/http/redirection/etablissement/slug/ENS.4004,48.89148491,,,,,,,,,,,,,,,,,,,,,,,,,,
0930933J,Lycée polyvalent privé Assomption,Lycée,Privé,12 avenue de Verdun,,,93140,93010,Bondy,93,24,11,,,1,1,0,01 48 49 51 74,01 48 48 52 90,http://www.assomption-bondy.org,contact@assomption-bondy.org,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,,0,3.28E+13,475,https://www.onisep.fr/http/redirection/etablissement/slug/ENS.5461,48.90468718,,,,,,,,,,,,,,,,,,,,,,,,,,
0912117G,Lycée polyvalent Notre-Dame de Sion,Lycée,Privé,1 avenue Ratisbonne,,,91000,91228,Evry-Courcouronnes,91,25,11,,,1,1,0,01 69 47 32 32,01 69 47 32 33,http://www.sion91.fr,direction@sion91.fr,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,,0,3.43E+13,672,https://www.onisep.fr/http/redirection/etablissement/slug/ENS.966,48.64405104,,,,,,,,,,,,,,,,,,,,,,,,,,
0771237B,Lycée privé Saint-Laurent La Paix Notre-Dame,Lycée,Privé,43 rue Brébion,,,77400,77243,Lagny-sur-Marne,77,24,11,,,1,1,0,01 64 12 47 00,01 64 12 47 02,http://www.stlaurent77.fr,st.laurent.direction@wanadoo.fr,1,1,0,1,0,1,0,0,0,0,0,0,0,0,1,,0,7.85E+13,1021,https://www.onisep.fr/http/redirection/etablissement/slug/ENS.12212,48.87339235,,,,,,,,,,,,,,,,,,,,,,,,,,
0755843U,Section d'Enseignement Professionnel du lycée privé polyvalent Saint Jean de Montmartre,Lycée,Privé,31 rue Caulaincourt,,,75018,75100,Paris,75,1,11,,,0,0,1,01 46 06 03 08,01 42 59 41 28,http://www.lycee-stjeandemontmartre.com,secretariat@stjeandemontmartre.com,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,,0,,,https://www.onisep.fr/http/redirection/etablissement/slug/ENS.16789,48.88821537,,,,,,,,,,,,,,,,,,,,,,,,,,
